Tracking Number,Order Number,Recipient Postal Code,Service Description,Ship Date,Delivery Date,Original Weight (Pounds),Shipment Rated Weight (Pounds),Dimmed Height (in),Dimmed Width (in),Dimmed Length (in),Shipment DIM Flag,Net Charge Amount USD
TRK20250000000611,2221184,86273,FedEx Home Delivery,06/30/2025,07/05/2025,164.36,183.06,43.5,31.0,13.3,Y,172.02
TRK20250000000611,2221184,86273,FedEx Home Delivery,06/30/2025,07/04/2025,91.96,100.95,8.6,37.0,39.2,Y,139.56
TRK20250000000611,2221184,86273,FedEx Home Delivery,06/29/2025,06/30/2025,96.38,104.14,46.7,32.2,79.5,Y,142.64
TRK20250000000612,2221186,56826,FedEx Ground Economy,02/28/2025,03/03/2025,181.96,201.0,32.4,24.1,77.3,Y,204.48
TRK20250000000612,2221186,56826,FedEx Home Delivery,02/25/2025,02/28/2025,149.15,178.74,21.1,38.6,65.4,Y,195.44
TRK20250000000612,2221186,56826,FedEx Home Delivery,02/26/2025,03/02/2025,6.58,7.01,31.4,59.0,42.5,Y,9.43
TRK20250000000612,2221186,56826,FedEx Home Delivery,02/26/2025,03/02/2025,118.53,137.2,52.4,49.0,47.5,Y,145.91
TRK20250000000612,2221186,56826,FedEx Home Delivery,02/25/2025,02/26/2025,91.58,94.05,39.0,5.9,77.3,Y,137.65
TRK20250000000612,2221186,56826,FedEx Ground Economy,02/25/2025,03/04/2025,90.07,105.71,55.8,30.7,47.0,Y,100.53
TRK20250000000613,2221188,64982,FedEx Home Delivery,03/05/2025,03/06/2025,177.59,210.31,37.1,25.7,37.2,Y,161.24
TRK20250000000613,2221188,64982,FedEx Home Delivery,03/06/2025,03/10/2025,117.77,120.26,10.4,27.6,87.7,Y,179.06
TRK20250000000613,2221188,64982,FedEx Ground Economy,03/02/2025,03/06/2025,54.17,57.86,47.9,59.7,67.0,Y,81.45
TRK20250000000613,2221188,64982,FedEx Home Delivery,03/04/2025,03/08/2025,97.44,116.62,36.8,40.1,8.6,Y,160.31
TRK20250000000613,2221188,64982,FedEx Ground Economy,03/02/2025,03/07/2025,10.48,12.11,14.5,26.5,60.2,Y,10.33
TRK20250000000613,2221188,64982,FedEx Ground Economy,03/02/2025,03/10/2025,119.53,139.07,47.6,49.8,57.7,Y,162.38
TRK20250000000613,2221188,64982,FedEx Ground Economy,03/03/2025,03/06/2025,160.86,187.23,16.4,34.8,57.8,Y,231.95
TRK20250000000614,2221189,87900,FedEx Home Delivery,09/25/2025,09/29/2025,171.22,190.66,11.5,38.8,55.7,Y,307.62
TRK20250000000614,2221189,87900,FedEx Ground Economy,09/28/2025,10/03/2025,10.55,11.23,30.8,29.1,53.2,Y,6.98
TRK20250000000614,2221189,87900,FedEx Home Delivery,09/26/2025,09/28/2025,136.57,136.84,26.1,12.8,57.9,Y,101.82
TRK20250000000614,2221189,87900,FedEx Ground Economy,09/28/2025,10/03/2025,158.5,160.21,3.7,44.1,67.9,Y,163.87
TRK20250000000615,2221190,98342,FedEx Ground Economy,02/18/2025,02/27/2025,171.93,174.9,39.4,45.4,72.9,Y,121.77
TRK20250000000615,2221190,98342,FedEx Ground Economy,02/17/2025,02/21/2025,125.96,130.14,4.4,57.9,89.0,Y,188.31
TRK20250000000615,2221190,98342,FedEx Ground Economy,02/17/2025,02/23/2025,116.99,127.7,6.2,29.4,77.8,Y,133.91
TRK20250000000615,2221190,98342,FedEx Home Delivery,02/18/2025,02/23/2025,154.24,158.04,51.2,15.4,45.6,Y,223.81
TRK20250000000615,2221190,98342,FedEx Home Delivery,02/15/2025,02/17/2025,174.88,209.84,49.0,47.8,54.1,Y,268.72
TRK20250000000615,2221190,98342,FedEx Home Delivery,02/16/2025,02/17/2025,76.35,79.37,12.9,51.1,14.2,Y,95.93
TRK20250000000616,2221191,96911,FedEx Ground Economy,06/20/2025,06/24/2025,173.46,197.99,49.0,44.5,20.2,Y,292.24
TRK20250000000616,2221191,96911,FedEx Home Delivery,06/20/2025,06/24/2025,50.38,54.27,16.4,38.2,82.2,Y,54.97
TRK20250000000616,2221191,96911,FedEx Ground Economy,06/20/2025,06/24/2025,45.3,51.27,7.0,42.9,67.5,Y,68.52
TRK20250000000617,2221195,42500,FedEx Home Delivery,11/06/2025,11/09/2025,139.22,158.11,38.8,11.8,45.3,Y,240.39
TRK20250000000618,2221196,36668,FedEx Home Delivery,05/29/2025,06/03/2025,51.45,54.46,13.1,43.3,33.1,Y,46.71
TRK20250000000618,2221196,36668,FedEx Home Delivery,05/29/2025,06/02/2025,153.77,165.51,51.1,43.5,49.1,Y,250.88
TRK20250000000618,2221196,36668,FedEx Ground Economy,05/28/2025,06/02/2025,169.32,198.42,48.0,6.5,73.0,Y,285.88
TRK20250000000618,2221196,36668,FedEx Ground Economy,05/31/2025,06/05/2025,186.74,195.42,25.5,19.2,14.1,Y,260.55
TRK20250000000618,2221196,36668,FedEx Ground Economy,05/29/2025,06/06/2025,153.14,167.68,54.9,48.0,86.2,Y,242.84
TRK20250000000619,2221198,6894,FedEx Home Delivery,12/19/2025,12/20/2025,29.71,34.22,20.4,17.0,88.1,Y,48.54
TRK20250000000620,2221199,31815,FedEx Home Delivery,04/18/2025,04/23/2025,109.91,121.6,40.8,36.5,54.3,Y,106.22
TRK20250000000620,2221199,31815,FedEx Ground Economy,04/18/2025,04/24/2025,20.48,22.93,8.6,54.3,76.3,Y,21.96
TRK20250000000620,2221199,31815,FedEx Ground Economy,04/22/2025,04/26/2025,184.23,188.93,40.3,44.4,75.7,Y,234.49
TRK20250000000620,2221199,31815,FedEx Home Delivery,04/20/2025,04/25/2025,145.71,166.04,30.2,15.5,48.1,Y,188.73
TRK20250000000620,2221199,31815,FedEx Home Delivery,04/21/2025,04/26/2025,154.62,163.85,44.4,38.3,78.2,Y,254.29
TRK20250000000620,2221199,31815,FedEx Home Delivery,04/19/2025,04/23/2025,179.75,195.66,38.1,49.1,55.1,Y,146.48
TRK20250000000620,2221199,31815,FedEx Ground Economy,04/18/2025,04/27/2025,51.43,54.66,30.6,8.5,53.9,Y,53.61
TRK20250000000621,2221202,17411,FedEx Home Delivery,05/29/2025,06/01/2025,5.61,6.03,18.6,50.4,71.8,Y,9.38
TRK20250000000621,2221202,17411,FedEx Ground Economy,05/29/2025,06/01/2025,192.45,223.16,50.1,11.1,24.4,Y,314.64
TRK20250000000621,2221202,17411,FedEx Home Delivery,06/01/2025,06/02/2025,162.53,168.64,24.6,13.7,76.7,Y,177.54
TRK20250000000621,2221202,17411,FedEx Ground Economy,05/29/2025,06/05/2025,198.37,224.59,30.9,55.8,79.9,Y,336.36
TRK20250000000621,2221202,17411,FedEx Ground Economy,06/02/2025,06/11/2025,43.27,45.01,57.1,29.7,63.5,Y,38.16
TRK20250000000621,2221202,17411,FedEx Ground Economy,05/31/2025,06/02/2025,14.59,15.99,33.5,34.2,77.3,Y,21.28
TRK20250000000621,2221202,17411,FedEx Ground Economy,05/31/2025,06/08/2025,2.05,2.37,49.5,10.4,8.6,Y,2.07
TRK20250000000622,2221204,74919,FedEx Home Delivery,03/10/2025,03/14/2025,131.08,144.49,40.9,22.6,15.8,Y,175.85
TRK20250000000622,2221204,74919,FedEx Home Delivery,03/10/2025,03/15/2025,151.33,173.1,37.2,21.9,24.4,Y,247.47
TRK20250000000623,2221205,5457,FedEx Ground Economy,08/25/2025,08/29/2025,118.88,141.56,5.0,47.2,51.7,Y,124.16
TRK20250000000623,2221205,5457,FedEx Ground Economy,08/25/2025,09/01/2025,134.67,135.27,29.3,40.1,60.2,Y,188.69
TRK20250000000624,2221206,78493,FedEx Home Delivery,04/07/2025,04/11/2025,83.56,89.41,55.0,22.5,31.3,Y,129.06
TRK20250000000624,2221206,78493,FedEx Home Delivery,04/04/2025,04/05/2025,37.33,40.51,22.7,20.9,78.4,Y,28.4
TRK20250000000625,2221207,17779,FedEx Ground Economy,09/14/2025,09/16/2025,128.75,139.9,28.3,8.0,27.0,Y,111.43
TRK20250000000625,2221207,17779,FedEx Home Delivery,09/17/2025,09/20/2025,153.31,178.2,54.7,52.0,36.4,Y,235.96
TRK20250000000626,2221212,46578,FedEx Ground Economy,04/16/2025,04/25/2025,84.47,92.93,23.7,58.2,38.3,Y,117.19
TRK20250000000626,2221212,46578,FedEx Ground Economy,04/20/2025,04/27/2025,103.83,115.36,15.4,57.4,37.1,Y,104.81
TRK20250000000626,2221212,46578,FedEx Home Delivery,04/18/2025,04/22/2025,46.46,54.01,47.0,6.8,24.6,Y,71.71
TRK20250000000627,2221213,38729,FedEx Home Delivery,08/18/2025,08/22/2025,172.96,198.09,58.3,46.4,21.2,Y,196.93
TRK20250000000627,2221213,38729,FedEx Home Delivery,08/16/2025,08/18/2025,107.25,109.79,28.2,12.0,31.2,Y,163.35
TRK20250000000627,2221213,38729,FedEx Ground Economy,08/18/2025,08/25/2025,17.83,18.51,27.2,9.8,46.5,Y,15.65
TRK20250000000627,2221213,38729,FedEx Home Delivery,08/19/2025,08/24/2025,9.62,11.17,19.9,24.6,77.1,Y,11.18
TRK20250000000627,2221213,38729,FedEx Home Delivery,08/16/2025,08/20/2025,123.25,139.53,12.9,5.4,63.1,Y,144.79
TRK20250000000627,2221213,38729,FedEx Ground Economy,08/19/2025,08/26/2025,23.8,27.43,19.2,9.0,47.7,Y,40.66
TRK20250000000628,2221217,74884,FedEx Ground Economy,01/26/2025,02/03/2025,155.41,174.85,17.7,7.9,39.0,Y,145.77
TRK20250000000628,2221217,74884,FedEx Home Delivery,01/26/2025,01/27/2025,129.86,135.24,18.2,10.8,63.7,Y,232.28
TRK20250000000628,2221217,74884,FedEx Home Delivery,01/26/2025,01/27/2025,44.5,50.39,4.8,36.0,69.7,Y,40.39
TRK20250000000629,2221218,10265,FedEx Home Delivery,11/30/2025,12/03/2025,107.76,111.15,10.1,12.1,20.3,Y,143.06
TRK20250000000629,2221218,10265,FedEx Ground Economy,12/02/2025,12/09/2025,49.74,57.04,47.3,19.8,35.0,Y,70.39
TRK20250000000629,2221218,10265,FedEx Ground Economy,11/28/2025,12/07/2025,172.6,202.11,38.9,41.3,45.3,Y,301.52
TRK20250000000629,2221218,10265,FedEx Home Delivery,11/29/2025,12/04/2025,194.19,221.12,30.3,32.1,83.0,Y,157.91
TRK20250000000629,2221218,10265,FedEx Home Delivery,12/01/2025,12/04/2025,185.81,186.21,59.7,32.9,42.2,Y,220.68
TRK20250000000630,2221219,99284,FedEx Ground Economy,03/25/2025,03/27/2025,13.54,16.17,26.0,41.4,57.0,Y,19.53
TRK20250000000630,2221219,99284,FedEx Home Delivery,03/24/2025,03/29/2025,26.5,29.76,47.4,27.3,20.8,Y,29.32
TRK20250000000631,2221224,79276,FedEx Ground Economy,02/16/2025,02/20/2025,1.85,1.98,11.3,54.0,87.8,Y,2.94
TRK20250000000631,2221224,79276,FedEx Home Delivery,02/15/2025,02/16/2025,96.74,111.74,46.0,30.1,25.5,Y,127.6
TRK20250000000631,2221224,79276,FedEx Home Delivery,02/17/2025,02/19/2025,21.62,22.39,57.3,47.4,6.1,Y,17.62
TRK20250000000632,2221225,7841,FedEx Ground Economy,07/29/2025,08/05/2025,108.57,112.84,36.1,16.8,81.9,Y,152.76
TRK20250000000632,2221225,7841,FedEx Ground Economy,07/31/2025,08/05/2025,71.29,81.23,44.8,38.5,25.7,Y,76.21
TRK20250000000632,2221225,7841,FedEx Ground Economy,07/31/2025,08/06/2025,133.43,152.45,16.3,50.1,6.3,Y,97.26
TRK20250000000632,2221225,7841,FedEx Home Delivery,08/01/2025,08/06/2025,110.61,119.62,18.3,28.6,34.9,Y,152.65
TRK20250000000632,2221225,7841,FedEx Ground Economy,07/30/2025,08/03/2025,37.0,40.07,20.5,20.0,85.3,Y,44.75
TRK20250000000632,2221225,7841,FedEx Ground Economy,08/01/2025,08/08/2025,12.59,14.38,52.8,35.8,55.4,Y,9.46
TRK20250000000633,2221228,62889,FedEx Ground Economy,01/28/2025,02/05/2025,119.02,120.75,39.9,32.0,25.4,Y,75.18
TRK20250000000633,2221228,62889,FedEx Home Delivery,01/26/2025,01/30/2025,9.1,9.26,25.1,24.7,12.1,Y,14.54
TRK20250000000633,2221228,62889,FedEx Home Delivery,01/26/2025,01/31/2025,47.81,50.44,9.2,10.4,85.1,Y,41.65
TRK20250000000634,2221229,69829,FedEx Home Delivery,04/23/2025,04/27/2025,193.18,202.12,19.9,41.9,6.7,Y,233.41
TRK20250000000634,2221229,69829,FedEx Home Delivery,04/24/2025,04/27/2025,175.24,196.79,27.2,41.1,10.0,Y,253.66
TRK20250000000634,2221229,69829,FedEx Ground Economy,04/23/2025,04/27/2025,162.62,165.14,29.1,52.7,67.5,Y,211.91
TRK20250000000634,2221229,69829,FedEx Ground Economy,04/24/2025,05/01/2025,97.61,101.77,60.0,13.3,53.2,Y,130.79
TRK20250000000634,2221229,69829,FedEx Home Delivery,04/24/2025,04/25/2025,164.47,176.21,17.3,33.0,57.3,Y,211.2
TRK20250000000634,2221229,69829,FedEx Ground Economy,04/26/2025,05/04/2025,95.9,97.53,21.2,8.6,29.3,Y,99.61
TRK20250000000634,2221229,69829,FedEx Home Delivery,04/26/2025,05/01/2025,11.23,13.23,24.9,40.3,30.3,Y,22.54
TRK20250000000635,2221230,51296,FedEx Home Delivery,04/22/2025,04/24/2025,114.46,134.05,44.9,25.4,34.2,Y,117.32
TRK20250000000635,2221230,51296,FedEx Home Delivery,04/23/2025,04/25/2025,111.72,131.84,3.9,59.5,45.4,Y,225.68
TRK20250000000636,2221233,87456,FedEx Home Delivery,06/05/2025,06/10/2025,13.41,15.35,21.8,22.8,70.9,Y,15.11
TRK20250000000636,2221233,87456,FedEx Home Delivery,06/05/2025,06/07/2025,120.57,135.6,44.4,21.1,32.1,Y,112.4
TRK20250000000636,2221233,87456,FedEx Ground Economy,06/04/2025,06/11/2025,78.97,82.35,16.5,32.5,34.2,Y,102.29
TRK20250000000636,2221233,87456,FedEx Ground Economy,06/03/2025,06/07/2025,59.36,69.49,50.8,38.0,70.5,Y,98.99
TRK20250000000637,2221234,65999,FedEx Ground Economy,12/10/2025,12/13/2025,91.69,106.48,29.7,9.7,32.2,Y,131.97
TRK20250000000637,2221234,65999,FedEx Ground Economy,12/10/2025,12/14/2025,8.37,9.64,47.5,46.1,57.9,Y,13.09
TRK20250000000637,2221234,65999,FedEx Ground Economy,12/09/2025,12/18/2025,56.63,66.72,6.9,30.2,37.0,Y,88.03
TRK20250000000637,2221234,65999,FedEx Home Delivery,12/13/2025,12/15/2025,140.97,158.43,28.3,40.5,15.4,Y,216.14
TRK20250000000638,2221236,53123,FedEx Ground Economy,06/18/2025,06/21/2025,30.6,34.47,38.7,25.0,7.5,Y,43.75
TRK20250000000638,2221236,53123,FedEx Home Delivery,06/20/2025,06/24/2025,52.78,59.45,43.0,45.3,88.1,Y,82.12
TRK20250000000638,2221236,53123,FedEx Home Delivery,06/18/2025,06/19/2025,92.02,99.92,24.5,58.5,75.0,Y,102.58
TRK20250000000638,2221236,53123,FedEx Home Delivery,06/21/2025,06/25/2025,195.91,203.23,18.0,47.6,39.3,Y,251.63
TRK20250000000638,2221236,53123,FedEx Home Delivery,06/18/2025,06/19/2025,170.57,178.5,21.6,52.2,31.8,Y,233.48
TRK20250000000638,2221236,53123,FedEx Ground Economy,06/20/2025,06/22/2025,180.77,216.37,53.3,44.2,28.6,Y,250.17
TRK20250000000638,2221236,53123,FedEx Ground Economy,06/18/2025,06/26/2025,179.05,199.58,44.1,9.0,78.9,Y,273.63
TRK20250000000639,2221239,4397,FedEx Home Delivery,04/26/2025,04/28/2025,148.51,159.31,43.2,27.1,47.9,Y,128.49
TRK20250000000639,2221239,4397,FedEx Ground Economy,04/27/2025,05/05/2025,123.07,140.69,39.8,8.7,73.7,Y,97.2
TRK20250000000639,2221239,4397,FedEx Ground Economy,04/25/2025,05/04/2025,14.9,15.98,28.9,24.1,38.5,Y,12.26
TRK20250000000639,2221239,4397,FedEx Home Delivery,04/24/2025,04/27/2025,42.52,46.06,4.1,50.8,83.1,Y,38.75
TRK20250000000639,2221239,4397,FedEx Home Delivery,04/26/2025,04/28/2025,119.63,127.86,53.0,58.4,41.3,Y,132.37
TRK20250000000639,2221239,4397,FedEx Ground Economy,04/26/2025,05/01/2025,129.25,135.02,14.7,44.0,81.3,Y,126.39
TRK20250000000640,2221240,29220,FedEx Ground Economy,02/23/2025,02/27/2025,135.97,147.81,15.9,49.3,35.3,Y,206.95
TRK20250000000640,2221240,29220,FedEx Home Delivery,02/20/2025,02/23/2025,42.21,42.46,58.1,27.0,67.2,Y,47.98
TRK20250000000640,2221240,29220,FedEx Home Delivery,02/21/2025,02/24/2025,77.27,81.72,30.4,57.7,42.5,Y,129.1
TRK20250000000641,2221242,99064,FedEx Ground Economy,07/04/2025,07/12/2025,81.85,97.99,38.9,55.5,53.3,Y,61.94
TRK20250000000641,2221242,99064,FedEx Home Delivery,07/06/2025,07/11/2025,159.13,185.45,4.6,24.8,48.7,Y,216.5
TRK20250000000641,2221242,99064,FedEx Home Delivery,07/07/2025,07/12/2025,157.02,166.49,17.6,7.2,18.3,Y,281.75
TRK20250000000641,2221242,99064,FedEx Home Delivery,07/03/2025,07/04/2025,92.6,102.73,23.4,23.4,48.2,Y,168.21
TRK20250000000641,2221242,99064,FedEx Home Delivery,07/03/2025,07/07/2025,85.06,93.45,53.8,29.1,6.7,Y,117.41
TRK20250000000641,2221242,99064,FedEx Home Delivery,07/06/2025,07/07/2025,162.66,185.63,21.3,26.3,53.4,Y,258.48
TRK20250000000641,2221242,99064,FedEx Home Delivery,07/03/2025,07/07/2025,76.26,81.39,4.2,27.3,61.9,Y,91.31
TRK20250000000642,2221244,31978,FedEx Ground Economy,09/08/2025,09/10/2025,67.25,78.84,50.1,26.5,29.8,Y,96.93
TRK20250000000642,2221244,31978,FedEx Home Delivery,09/06/2025,09/07/2025,34.32,35.93,17.7,12.8,67.1,Y,55.04
TRK20250000000642,2221244,31978,FedEx Home Delivery,09/05/2025,09/10/2025,190.64,215.89,34.1,58.1,79.0,Y,348.58
TRK20250000000642,2221244,31978,FedEx Ground Economy,09/08/2025,09/15/2025,148.09,177.54,51.2,19.0,49.4,Y,126.36
TRK20250000000642,2221244,31978,FedEx Home Delivery,09/08/2025,09/09/2025,186.43,220.54,22.9,30.9,55.6,Y,174.08
TRK20250000000643,2221245,60024,FedEx Ground Economy,02/07/2025,02/16/2025,114.48,132.73,25.1,37.2,41.9,Y,111.43
TRK20250000000643,2221245,60024,FedEx Home Delivery,02/07/2025,02/09/2025,147.83,155.48,25.1,28.6,46.9,Y,199.97
TRK20250000000643,2221245,60024,FedEx Ground Economy,02/07/2025,02/15/2025,146.62,167.87,57.3,10.9,45.7,Y,152.86
TRK20250000000644,2221247,22051,FedEx Home Delivery,06/25/2025,06/26/2025,20.84,20.86,11.2,47.1,45.7,Y,26.61
TRK20250000000644,2221247,22051,FedEx Home Delivery,06/23/2025,06/25/2025,129.43,138.39,49.5,18.9,36.6,Y,195.62
TRK20250000000644,2221247,22051,FedEx Home Delivery,06/24/2025,06/28/2025,65.04,65.08,20.9,7.1,88.4,Y,102.93
TRK20250000000644,2221247,22051,FedEx Ground Economy,06/27/2025,07/02/2025,194.64,228.98,4.7,45.6,36.8,Y,257.55
TRK20250000000644,2221247,22051,FedEx Ground Economy,06/26/2025,07/01/2025,45.67,54.11,5.5,23.5,84.2,Y,56.23
TRK20250000000644,2221247,22051,FedEx Home Delivery,06/26/2025,07/01/2025,61.01,70.36,10.7,22.4,26.2,Y,114.2
TRK20250000000644,2221247,22051,FedEx Home Delivery,06/23/2025,06/27/2025,178.18,197.87,21.8,25.2,44.9,Y,289.33
TRK20250000000645,2221248,51953,FedEx Home Delivery,11/04/2025,11/06/2025,71.89,72.48,8.2,47.3,43.4,Y,84.32
TRK20250000000645,2221248,51953,FedEx Ground Economy,11/07/2025,11/11/2025,120.6,126.37,32.2,25.3,83.9,Y,77.7
TRK20250000000645,2221248,51953,FedEx Ground Economy,11/04/2025,11/06/2025,89.28,96.83,24.6,5.0,24.8,Y,89.29
TRK20250000000645,2221248,51953,FedEx Home Delivery,11/08/2025,11/10/2025,134.98,147.87,24.0,54.2,33.1,Y,124.28
TRK20250000000645,2221248,51953,FedEx Home Delivery,11/06/2025,11/11/2025,182.79,197.73,21.3,46.3,77.6,Y,281.94
TRK20250000000646,2221249,8666,FedEx Home Delivery,02/06/2025,02/07/2025,152.89,171.64,49.5,21.0,82.8,Y,235.59
TRK20250000000646,2221249,8666,FedEx Home Delivery,02/08/2025,02/12/2025,138.43,151.2,38.8,15.4,31.2,Y,207.23
TRK20250000000646,2221249,8666,FedEx Home Delivery,02/07/2025,02/11/2025,99.64,115.26,43.4,31.8,9.4,Y,122.71
TRK20250000000646,2221249,8666,FedEx Home Delivery,02/09/2025,02/10/2025,110.24,115.17,23.3,17.2,33.1,Y,182.65
TRK20250000000646,2221249,8666,FedEx Home Delivery,02/08/2025,02/12/2025,87.67,94.28,13.3,32.0,33.6,Y,145.36
TRK20250000000646,2221249,8666,FedEx Ground Economy,02/07/2025,02/12/2025,156.0,160.0,18.0,57.1,28.8,Y,176.65
TRK20250000000647,2221250,59267,FedEx Home Delivery,07/05/2025,07/07/2025,129.61,130.29,39.2,41.6,56.3,Y,133.67
TRK20250000000647,2221250,59267,FedEx Home Delivery,07/02/2025,07/04/2025,103.14,111.63,13.1,22.3,71.2,Y,170.65
TRK20250000000647,2221250,59267,FedEx Ground Economy,07/06/2025,07/15/2025,21.38,25.47,19.0,28.4,26.5,Y,20.0
TRK20250000000647,2221250,59267,FedEx Home Delivery,07/06/2025,07/09/2025,199.67,207.17,59.4,54.9,42.0,Y,281.1
TRK20250000000647,2221250,59267,FedEx Home Delivery,07/04/2025,07/09/2025,182.03,217.82,54.5,8.9,37.9,Y,269.0
TRK20250000000647,2221250,59267,FedEx Home Delivery,07/03/2025,07/08/2025,4.61,5.36,7.6,55.1,73.1,Y,5.96
TRK20250000000648,2221254,88045,FedEx Ground Economy,07/02/2025,07/04/2025,27.95,31.49,51.9,17.7,72.6,Y,23.34
TRK20250000000648,2221254,88045,FedEx Home Delivery,07/01/2025,07/04/2025,12.31,13.15,39.7,50.2,82.9,Y,12.82
TRK20250000000648,2221254,88045,FedEx Home Delivery,07/03/2025,07/04/2025,159.44,181.33,6.9,48.9,88.7,Y,186.23
TRK20250000000648,2221254,88045,FedEx Ground Economy,07/05/2025,07/12/2025,140.59,147.75,57.2,34.7,72.4,Y,179.77
TRK20250000000648,2221254,88045,FedEx Home Delivery,07/01/2025,07/04/2025,135.0,137.28,27.1,20.4,38.6,Y,106.63
TRK20250000000648,2221254,88045,FedEx Ground Economy,07/01/2025,07/04/2025,10.83,12.91,8.5,17.2,47.6,Y,15.76
TRK20250000000648,2221254,88045,FedEx Ground Economy,07/03/2025,07/07/2025,139.99,148.16,23.9,15.8,69.9,Y,206.73
TRK20250000000649,2221255,15188,FedEx Ground Economy,01/09/2025,01/13/2025,43.85,44.96,50.6,19.6,54.1,Y,35.47
TRK20250000000649,2221255,15188,FedEx Home Delivery,01/11/2025,01/12/2025,58.63,65.15,53.5,33.8,77.1,Y,59.4
TRK20250000000649,2221255,15188,FedEx Ground Economy,01/08/2025,01/16/2025,104.25,118.99,20.1,27.2,44.7,Y,140.86
TRK20250000000649,2221255,15188,FedEx Home Delivery,01/10/2025,01/15/2025,90.76,93.8,56.7,13.8,33.2,Y,108.81
TRK20250000000649,2221255,15188,FedEx Home Delivery,01/08/2025,01/12/2025,152.49,175.1,15.0,48.2,62.2,Y,222.17
TRK20250000000649,2221255,15188,FedEx Home Delivery,01/12/2025,01/17/2025,179.29,200.03,55.6,25.3,80.6,Y,188.08
TRK20250000000650,2221257,48478,FedEx Ground Economy,11/07/2025,11/16/2025,147.84,161.57,11.5,14.4,70.2,Y,128.63
TRK20250000000650,2221257,48478,FedEx Ground Economy,11/05/2025,11/14/2025,140.55,161.54,48.3,18.9,23.5,Y,132.53
TRK20250000000651,2221269,7840,FedEx Home Delivery,10/08/2025,10/10/2025,29.6,34.42,45.5,8.8,69.2,Y,38.84
TRK20250000000651,2221269,7840,FedEx Home Delivery,10/04/2025,10/07/2025,36.27,38.35,30.5,54.1,64.3,Y,58.72
TRK20250000000651,2221269,7840,FedEx Ground Economy,10/08/2025,10/11/2025,169.26,183.71,57.4,12.4,54.8,Y,193.48
TRK20250000000652,2221270,46226,FedEx Ground Economy,10/10/2025,10/16/2025,194.41,224.41,47.8,45.5,83.7,Y,329.4
TRK20250000000652,2221270,46226,FedEx Ground Economy,10/11/2025,10/14/2025,69.09,74.72,33.2,13.7,70.3,Y,67.83
TRK20250000000652,2221270,46226,FedEx Ground Economy,10/07/2025,10/15/2025,178.07,189.34,38.6,20.5,76.0,Y,281.45
TRK20250000000652,2221270,46226,FedEx Ground Economy,10/11/2025,10/20/2025,53.97,64.04,41.7,5.1,69.0,Y,51.79
TRK20250000000652,2221270,46226,FedEx Home Delivery,10/08/2025,10/09/2025,191.81,218.3,21.4,5.7,87.8,Y,339.88
TRK20250000000652,2221270,46226,FedEx Ground Economy,10/11/2025,10/18/2025,55.7,58.8,30.0,24.2,35.6,Y,38.14
TRK20250000000653,2221272,16542,FedEx Ground Economy,11/07/2025,11/14/2025,85.79,98.19,56.3,36.9,83.1,Y,110.89
TRK20250000000653,2221272,16542,FedEx Home Delivery,11/06/2025,11/09/2025,83.42,90.78,44.5,26.9,36.0,Y,132.28
TRK20250000000654,2221274,20090,FedEx Home Delivery,03/30/2025,04/03/2025,102.23,110.23,54.0,55.8,73.1,Y,125.37
TRK20250000000654,2221274,20090,FedEx Home Delivery,03/28/2025,03/29/2025,9.15,9.42,17.0,57.0,17.0,Y,8.85
TRK20250000000654,2221274,20090,FedEx Ground Economy,03/29/2025,04/06/2025,105.65,117.27,38.2,21.1,88.9,Y,111.05
TRK20250000000654,2221274,20090,FedEx Home Delivery,03/29/2025,03/30/2025,145.39,149.61,7.2,27.4,23.3,Y,164.95
TRK20250000000654,2221274,20090,FedEx Home Delivery,03/28/2025,03/30/2025,28.96,30.27,31.1,20.2,22.9,Y,50.92
TRK20250000000655,2221275,30332,FedEx Home Delivery,05/03/2025,05/07/2025,74.43,76.54,47.2,17.5,10.2,Y,96.92
TRK20250000000655,2221275,30332,FedEx Home Delivery,05/03/2025,05/07/2025,91.65,101.4,20.5,50.5,58.9,Y,172.94
TRK20250000000655,2221275,30332,FedEx Home Delivery,05/05/2025,05/06/2025,27.05,29.25,28.5,57.6,38.0,Y,27.91
TRK20250000000655,2221275,30332,FedEx Ground Economy,05/01/2025,05/05/2025,163.57,193.58,19.7,8.3,67.5,Y,279.44
TRK20250000000655,2221275,30332,FedEx Home Delivery,05/04/2025,05/09/2025,144.02,164.07,49.1,24.0,29.5,Y,246.91
TRK20250000000656,2221277,45642,FedEx Home Delivery,01/04/2025,01/08/2025,99.7,113.8,51.5,22.2,39.8,Y,92.03
TRK20250000000656,2221277,45642,FedEx Home Delivery,01/07/2025,01/08/2025,199.43,205.61,51.2,19.8,60.5,Y,315.88
TRK20250000000657,2221279,81447,FedEx Home Delivery,03/20/2025,03/21/2025,25.16,29.57,36.1,35.8,18.6,Y,23.08
TRK20250000000657,2221279,81447,FedEx Home Delivery,03/21/2025,03/23/2025,187.17,216.55,15.4,11.6,5.3,Y,253.04
